,recipe_name,recipe_url,author,cuisine,description,rating,total_time,yield,serving_size,ingredient,calories,sugar,sodium,fat,saturated_fat,carbohydrates,fiber,protein,meal
43,"[<h1 class=""entry-title"" itemprop=""headline"">Filetes de Coliflor</h1>]",https://danzadefogones.com/filetes-de-coliflor/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana, Americana</span>]","[<p>Filetes de coliflor, se preparan en unos 30 minutos, con tan sólo 4 ingredientes. Es una forma deliciosa de incluir más verduras en tu alimentación.</p>]","[<span class=""average"">4.8</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> filetes <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1 filete de 2 (sin el chimichurri)</span>]","[<li><span data-amount=""1"">1</span> coliflor grande</li>, <li><span data-amount=""1"">1</span> cucharada de aceite de oliva virgen extra (opcional)</li>, <li>Una pizca de sal</li>, <li>Una pizca de pimienta negra molida</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">135</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">7,2 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">168 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">7,3 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,1 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">15,9 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">7,5 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">6 g</span>]",main_dish
44,"[<h1 class=""entry-title"" itemprop=""headline"">Ensalada de Quinoa Fácil</h1>]",https://danzadefogones.com/ensalada-de-quinoa-facil/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana</span>]","[<p>Ensalada de quinoa, ideal para cualquier época del año. Está lista en unos 30 minutos y puedes tomarla como guarnición o como plato principal.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>–<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""0.5"">1/2</span> taza de quinoa cruda (<span data-amount=""85"" data-unit=""g"">85 g</span>)</li>, <li><span data-amount=""0.5"">1/2</span> taza de alubias negras cocinadas o de bote (<span data-amount=""95"" data-unit=""g"">95 g</span>), o de cualquier otro tipo de alubias</li>, <li><span data-amount=""0.5"">1/2</span> taza de maíz (<span data-amount=""70"" data-unit=""g"">70 g</span>)</li>, <li><span data-amount=""0.25"">1/4</span> taza de perejil fresco (4 cucharadas o unos <span data-amount=""15"" data-unit=""g"">15 g</span>), troceado</li>, <li><span data-amount=""12"">12</span> tomates cherry, troceados</li>, <li><span data-amount=""0.25"">1/4</span> cebolla, troceada, yo usé cebolla morada</li>, <li><span data-amount=""2"">2</span> cucharadas de <a href=""https://danzadefogones.com/vinagreta/"" rel=""noopener"" target=""_blank"">vinagreta</a> (ver notas para una alternativa con y sin aceite)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">176</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">2,6 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">266 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">5,8 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">0,9 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">25,6 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">4,8 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">6,7 g</span>]",main_dish
45,"[<h1 class=""entry-title"" itemprop=""headline"">Remolacha al Horno</h1>]",https://danzadefogones.com/remolacha-al-horno/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana</span>]","[<p>Remolacha al horno, un plato muy sencillo de preparar, con pocos ingredientes, que además son fáciles de encontrar, como aceite, sal, especias y hierbas.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">50 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/2 de la receta</span>]","[<li><span data-amount=""450"" data-unit=""g"">450 g</span> de remolachas crudas (<span data-amount=""1"">1</span> libra)</li>, <li><span data-amount=""1"">1</span> cucharada de aceite de oliva virgen, ver notas si no quieres usar aceite</li>, <li><span data-amount=""2"">2</span> cucharaditas de <a href=""https://danzadefogones.com/condimento-italiano/"" rel=""noopener"" target=""_blank"">condimento italiano</a>, o de cualquier otra hierba</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""0.25"">1/4</span>–<span data-amount=""0.5"">1/2</span> cucharadita de sal</li>, <li><span data-amount=""0.125"">1/8</span> cucharadita de pimienta negra molida</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">159</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">15,4 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">466 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">7,4 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,1 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">22,1 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">6,4 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">3,8 g</span>]",main_dish
46,"[<h1 class=""entry-title"" itemprop=""headline"">Chili Vegano</h1>]",https://danzadefogones.com/chili-vegano/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana, Mexicana, Americana</span>]","[<p>Chili vegano, un guiso muy sabroso, saciante, nutritivo y alto en proteína, que sólo requiere una olla e ingredientes fáciles de conseguir. </p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">45 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span>–<span data-amount=""6"">6</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""1"">1</span> cucharada de aceite de oliva virgen extra, opcional</li>, <li><span data-amount=""4"">4</span> dientes de ajo, troceados</li>, <li><span data-amount=""0.5"">1/2</span> cebolla, troceada</li>, <li><span data-amount=""0.5"">1/2</span> pimiento verde grande ó 1 pequeño, troceado</li>, <li><span data-amount=""0.5"">1/2</span> pimiento rojo, troceado</li>, <li><span data-amount=""1"">1</span> zanahoria mediana, troceada</li>, <li><span data-amount=""0.5"">1/2</span> taza de vino tinto (<span data-amount=""125"">125</span> ml), opcional</li>, <li><span data-amount=""1"">1</span> cucharada de comino molido</li>, <li><span data-amount=""2"">2</span> cucharaditas de orégano</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de pimentón</li>, <li><span data-amount=""0.25"">1/4</span> cucharadita de pimienta negra molida</li>, <li><span data-amount=""0.25"">1/4</span> cucharadita de sal</li>, <li><span data-amount=""0.125"">1/8</span> cucharadita cayena molida, opcional</li>, <li><span data-amount=""2"">2</span> cucharadas de tomate concentrado</li>, <li><span data-amount=""1"">1</span> lata de tomates troceados (<span data-amount=""400"" data-unit=""g"">400 g</span> ó <span data-amount=""14"" data-unit=""oz"">14 oz</span>)</li>, <li><span data-amount=""1"">1</span> taza de alubias negras cocinadas o de bote (<span data-amount=""190"" data-unit=""g"">190 g</span>)</li>, <li><span data-amount=""1"">1</span> taza de alubias rojas cocinadas o de bote (<span data-amount=""180"" data-unit=""g"">180 g</span>)</li>, <li><span data-amount=""1"">1</span> taza de lentejas cocinadas o de bote (<span data-amount=""200"" data-unit=""g"">200 g</span>)</li>, <li><span data-amount=""1"">1</span> taza de maíz congelado (<span data-amount=""140"" data-unit=""g"">140 g</span>)</li>, <li><span data-amount=""2"">2</span> tazas de <a href=""https://danzadefogones.com/caldo-verduras-sin-aceite/"" rel=""noopener"" target=""_blank"">caldo de verduras</a> o agua (<span data-amount=""500"">500</span> ml)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">311</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">12,4 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">727 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">5,2 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">0,6 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">50 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">14,3 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">14 g</span>]",main_dish
47,"[<h1 class=""entry-title"" itemprop=""headline"">Sopa de Lentejas</h1>]",https://danzadefogones.com/sopa-de-lentejas/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana</span>]","[<p>Sopa de lentejas, preparada con ingredientes naturales. Es muy nutritiva, saciante, reconfortante y perfecta para entrar en calor cuando hace frío.</p>]","[<span class=""average"">4.8</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">1 hora</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""1"">1</span> cucharada de aceite de oliva virgen extra (opcional)</li>, <li><span data-amount=""4"">4</span> dientes de ajo, troceados</li>, <li><span data-amount=""1"">1</span> cebolla, troceada</li>, <li><span data-amount=""1"">1</span> ramita de apio, troceada</li>, <li><span data-amount=""1"">1</span> zanahoria grande ó 2 pequeñas, troceadas</li>, <li><span data-amount=""1"">1</span> taza de lentejas secas (<span data-amount=""200"" data-unit=""g"">200 g</span>)</li>, <li><span data-amount=""1"">1</span> bote de tomates enlatados (<span data-amount=""800"" data-unit=""g"">800 g</span> ó <span data-amount=""28"" data-unit=""oz"">28 oz</span>)</li>, <li><span data-amount=""4"">4</span> tazas de <a href=""https://danzadefogones.com/caldo-verduras-sin-aceite/"" rel=""noopener"" target=""_blank"">caldo de verduras</a> o agua (<span data-amount=""1"">1</span> litro)</li>, <li><span data-amount=""2"">2</span> cucharaditas de orégano seco</li>, <li><span data-amount=""2"">2</span> cucharaditas de comino molido</li>, <li><span data-amount=""1"">1</span> cucharadita de pimentón</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de sal</li>, <li><span data-amount=""0.25"">1/4</span> cucharadita de pimienta negra molida</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">291</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">4,3 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">1124 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">5 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">0,6 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">48,9 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">11,1 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">15,3 g</span>]",main_dish
48,"[<h1 class=""entry-title"" itemprop=""headline"">Tofu Salteado</h1>]",https://danzadefogones.com/tofu-salteado/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana, Asiática</span>]","[<p>Tofu salteado, un plato rápido y sencillo, perfecto para el día a día. Está listo en unos 20 minutos y es una alternativa saludable a la comida china.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">20 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>–<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""400"" data-unit=""g"">400 g</span> de tofu firme (<span data-amount=""14"" data-unit=""oz"">14 oz</span>), en dados</li>, <li><span data-amount=""1"">1</span> taza de brócoli (<span data-amount=""100"" data-unit=""g"">100 g</span>), troceado</li>, <li><span data-amount=""1"">1</span> zanahoria mediana, en juliana</li>, <li><span data-amount=""0.5"">1/2</span> pimiento rojo, en juliana</li>, <li><span data-amount=""0.5"">1/2</span> cebolla morada, en juliana</li>, <li><span data-amount=""2"">2</span> dientes de ajo, troceados</li>, <li>Un trozo de raíz de jengibre de unos 2 cm (ó 1 pulgada), pelado y troceado</li>, <li><span data-amount=""0.75"">3/4</span> de taza de <a href=""https://danzadefogones.com/caldo-verduras-sin-aceite/"" rel=""noopener"" target=""_blank"">caldo de verduras</a> o agua (<span data-amount=""190"">190</span> ml)</li>, <li><span data-amount=""0.25"">1/4</span> de taza de tamari o salsa de soja (<span data-amount=""4"">4</span> cucharadas)</li>, <li><span data-amount=""2"">2</span> cucharadas de azúcar, yo usé azúcar de caña</li>, <li><span data-amount=""2"">2</span> cucharaditas de maicena</li>, <li><span data-amount=""0.125"">1/8</span> cucharadita de cayena en polvo (opcional)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">133</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">8,2 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">1144 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">4,3 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">0,9 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">15 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">2,8 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">11,3 g</span>]",main_dish
49,"[<h1 class=""entry-title"" itemprop=""headline"">Albóndigas Veganas</h1>]",https://danzadefogones.com/albondigas-veganas/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana</span>]","[<p><span style=""color: #010101;font-family: Gentium Basic, serif""><span style=""font-size: 18px;letter-spacing: 0.5px"">Albóndigas veganas, preparadas con ingredientes sencillos y con una deliciosa salsa de tomate casera. No llevan gluten y son muy fáciles de hacer.</span></span></p>]","[<span class=""average"">4</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">1 hora 5 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""30"">30</span> albóndigas <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">5 albóndigas</span>]","[<li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""1"">1</span> taza de copos de avena (<span data-amount=""100"" data-unit=""g"">100 g</span>)</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""1"">1</span> y 3/4 tazas de alubias negras cocinadas o de bote (<span data-amount=""500"" data-unit=""g"">500 g</span>)</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""0.5"">1/2</span> taza de levadura nutricional o de cerveza (<span data-amount=""8"">8</span> cucharadas)</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""2"">2</span> dientes de ajo, troceados</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""1"">1</span> puñado de perejil fresco, troceado</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""0.5"">1/2</span>–<span data-amount=""1"">1</span> cucharadita de sal</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""0.125"">1/8</span> de cucharadita de pimienta negra molida</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""1"">1</span> <a href=""https://danzadefogones.com/huevo-lino-linaza/"" rel=""noopener"" style=""background-color: transparent;color: #ff7094"" target=""_blank"">huevo de lino</a></li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><a href=""https://danzadefogones.com/salsa-marinara-casera/"" rel=""noopener"" style=""background-color: transparent;color: #ff7094"" target=""_blank"">Salsa marinara</a> (la receta completa)</li>, <li style=""margin: 0px 0px 0px 12px;list-style-type: disc""><span data-amount=""1"">1</span> y 1/2 tazas de <a href=""https://danzadefogones.com/caldo-verduras-sin-aceite/"" rel=""noopener"" style=""background-color: transparent;color: #ff7094"" target=""_blank"">caldo de verduras</a> o agua (<span data-amount=""375"">375</span> ml)</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">296</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">9.2 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">982 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">6.8 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1.1 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">46.6 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">14.9 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">14.2 g</span>]",main_dish
50,"[<h1 class=""entry-title"" itemprop=""headline"">Hash Browns</h1>]",https://danzadefogones.com/hash-browns/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana, Americana</span>]","[<p>Hash browns, una receta muy sencilla, típica de la cocina norte americana y británica, hecha a base de patatas ralladas, que se suele tomar para desayunar.</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""2"">2</span>–<span data-amount=""4"">4</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/4 de la receta</span>]","[<li><span data-amount=""450"" data-unit=""g"">450 g</span> de patatas (<span data-amount=""1"">1</span> libra)</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de sal</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de cebolla en polvo</li>, <li><span data-amount=""0.125"">1/8</span> cucharadita de pimienta negra molida</li>, <li>Una pizca de cayena en polvo (opcional)</li>, <li><span data-amount=""3"">3</span>–<span data-amount=""4"">4</span> cucharadas de aceite de oliva virgen extra</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">171</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">1.5 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">298 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">10.6 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1.5 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">18.4 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">2.8 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">2 g</span>]",main_dish
51,[],https://danzadefogones.com/politica-de-privacidad/,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],main_dish
52,"[<h1 class=""entry-title"" itemprop=""headline"">Macarrones con Queso Vegano</h1>]",https://danzadefogones.com/macarrones-con-queso-vegano/,"[<span class=""tasty-recipes-author-name"" data-tasty-recipes-customization=""detail-value-color.color"">Danza de Fogones</span>]","[<span class=""tasty-recipes-cuisine"" data-tasty-recipes-customization=""detail-value-color.color"">Vegana, Americana</span>]","[<p>Macarrones con queso vegano, un plato muy rico y reconfortante, preparado con ingredientes 100% vegetales y saludables. ¡Está listo en tan sólo 30 minutos!</p>]","[<span class=""average"">5</span>]","[<span class=""tasty-recipes-total-time"" data-tasty-recipes-customization=""detail-value-color.color"">30 minutos</span>]","[<span class=""tasty-recipes-yield"" data-tasty-recipes-customization=""detail-value-color.color""><span data-amount=""6"">6</span>–<span data-amount=""8"">8</span> <span class=""tasty-recipes-yield-scale""><span data-amount=""1"">1</span>x</span></span>]","[<span class=""tasty-recipes-serving-size"" data-tasty-recipes-customization=""body-color.color"">1/8 de la receta</span>]","[<li><span data-amount=""450"" data-unit=""g"">450 g</span> de macarrones (1 libra ó <span data-amount=""16"" data-unit=""oz"">16 oz</span>), sin gluten si es necesario</li>, <li><span data-amount=""2"">2</span> tazas de patata (<span data-amount=""360"">360</span> gramos), pelada y troceada</li>, <li><span data-amount=""1"">1</span> taza de zanahoria (<span data-amount=""135"">135</span> gramos), pelada y troceada</li>, <li><span data-amount=""0.33333333333333"">1/3</span> taza de aceite de oliva virgen extra (<span data-amount=""85"">85</span> ml), opción sin aceite en notas</li>, <li><span data-amount=""0.5"">1/2</span> taza de <a href=""https://danzadefogones.com/9-recetas-de-leches-vegetales/"" rel=""noopener"" target=""_blank"">leche vegetal</a> sin endulzar (<span data-amount=""125"">125</span> ml), yo usé <a href=""https://danzadefogones.com/leche-de-soja/"" rel=""noopener"" target=""_blank"">leche de soja</a></li>, <li><span data-amount=""0.5"">1/2</span> taza de levadura nutricional o de cerveza (8 cucharadas ó <span data-amount=""35"" data-unit=""g"">35 g</span>)</li>, <li><span data-amount=""1"">1</span> cucharada de zumo de limón</li>, <li><span data-amount=""1"">1</span> cucharadita de sal</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de ajo en polvo</li>, <li><span data-amount=""0.5"">1/2</span> cucharadita de cebolla en polvo</li>]","[<span class=""tasty-recipes-calories"" data-tasty-recipes-customization=""body-color.color"">350</span>]","[<span class=""tasty-recipes-sugar"" data-tasty-recipes-customization=""body-color.color"">3,4 g</span>]","[<span class=""tasty-recipes-sodium"" data-tasty-recipes-customization=""body-color.color"">316 mg</span>]","[<span class=""tasty-recipes-fat"" data-tasty-recipes-customization=""body-color.color"">10,2 g</span>]","[<span class=""tasty-recipes-saturated-fat"" data-tasty-recipes-customization=""body-color.color"">1,3 g</span>]","[<span class=""tasty-recipes-carbohydrates"" data-tasty-recipes-customization=""body-color.color"">53,9 g</span>]","[<span class=""tasty-recipes-fiber"" data-tasty-recipes-customization=""body-color.color"">7,6 g</span>]","[<span class=""tasty-recipes-protein"" data-tasty-recipes-customization=""body-color.color"">11,7 g</span>]",main_dish
